Модель,Цена,Год выпуска,Пробег,Кузов,Объем,Мощность,Коробка,Тип двигателя,Топливо,Расход,Привод,Разгон,"Максимальная скорость, км/ч",Страна марки,Класс,Цвет,Состояние,Владельцы,ПТС
SsangYong Actyon II Рестайлинг,725000.0,2013.0,146000.0,внедорожник 5 дв.,2.0,149.0,автомат,бензин,АИ-95,nan,полный,nan,163.0,Южная Корея,J,красный,не требует ремонта,3,оригинал
Renault Duster I,619000.0,2014.0,72869.0,внедорожник 5 дв.,1.6,102.0,механика,бензин,АИ-95,7.6,передний,11.8,163.0,Франция,J,бежевый,не требует ремонта,1,оригинал
LADA (ВАЗ) Priora I Рестайлинг,410000.0,2016.0,55000.0,седан,1.6,106.0,механика,бензин,АИ-95,6.8,передний,11.5,183.0,Россия,B,чёрный,не требует ремонта,3,оригинал
"Toyota Corolla X (E140, E150) Рестайлинг",555000.0,2012.0,225283.0,седан,1.6,124.0,автомат,бензин,АИ-95,7.2,передний,11.9,183.0,Япония,C,белый,не требует ремонта,2,оригинал
Toyota Land Cruiser 200 Series Рестайлинг 1,3360000.0,2015.0,152364.0,внедорожник 5 дв.,4.5,235.0,автомат,дизель,ДТ,8.1,полный,8.9,210.0,Япония,J,чёрный,не требует ремонта,1,оригинал
Mazda 6 III (GJ),1085000.0,2014.0,83569.0,седан,2.5,192.0,автомат,бензин,АИ-95,6.5,передний,7.8,223.0,Япония,D,белый,не требует ремонта,1,оригинал
Volkswagen Tiguan I Рестайлинг,785000.0,2013.0,98000.0,внедорожник 5 дв.,1.4,150.0,робот,бензин,АИ-95,7.1,передний,9.6,192.0,Германия,J,белый,не требует ремонта,1,оригинал
Kia Rio  III 5-speed,518000.0,2014.0,110215.0,седан,1.6,123.0,механика,бензин,АИ-92,6.0,передний,10.3,190.0,Южная Корея,B,синий,не требует ремонта,1,оригинал
Hyundai Accent  II (ТагАЗ) ТагАЗ,210000.0,2005.0,226737.0,седан,1.5,102.0,механика,бензин,АИ-92,7.5,передний,10.5,181.0,Южная Корея,B,серебристый,не требует ремонта,3,оригинал
Mazda CX-5 I,915000.0,2014.0,112365.0,внедорожник 5 дв.,2.0,150.0,механика,бензин,АИ-95,6.2,передний,9.3,197.0,Япония,J,белый,не требует ремонта,2,оригинал
Opel Astra H Рестайлинг,490000.0,2012.0,84200.0,седан,1.8,140.0,механика,бензин,АИ-95,7.1,передний,10.2,207.0,Германия,C,серебристый,не требует ремонта,3,оригинал
Kia Rio III Рестайлинг,655000.0,2015.0,78000.0,седан,1.6,123.0,механика,бензин,АИ-95,6.4,передний,10.3,190.0,Южная Корея,B,серый,не требует ремонта,2,оригинал
Nissan Pathfinder III,745000.0,2007.0,303870.0,внедорожник 5 дв.,2.5,174.0,автомат,дизель,ДТ,10.1,полный,12.5,174.0,Япония,J,чёрный,не требует ремонта,3,оригинал
Nissan Almera III (G15),579000.0,2017.0,75577.0,седан,1.6,102.0,механика,бензин,АИ-92,7.2,передний,10.9,185.0,Япония,B,белый,не требует ремонта,1,оригинал
Chevrolet Cruze I Рестайлинг,525000.0,2013.0,128000.0,седан,1.8,141.0,автомат,бензин,АИ-95,7.8,передний,11.5,190.0,США,C,белый,не требует ремонта,2,оригинал
Kia Cerato III,700000.0,2013.0,96786.0,седан,1.6,130.0,автомат,бензин,АИ-95,6.8,передний,11.6,195.0,Южная Корея,C,синий,не требует ремонта,2,оригинал
Renault Logan I Рестайлинг,310000.0,2010.0,184778.0,седан,1.6,102.0,механика,бензин,АИ-92,7.1,передний,10.5,180.0,Франция,B,бежевый,не требует ремонта,3,оригинал
LADA (ВАЗ) Granta I,325000.0,2012.0,47747.0,седан,1.6,98.0,автомат,бензин,АИ-95,7.6,передний,13.7,168.0,Россия,B,серебристый,не требует ремонта,3,оригинал
LADA (ВАЗ) Kalina II Sport,460000.0,2015.0,64000.0,хэтчбек 5 дв.,1.6,118.0,механика,бензин,АИ-95,7.8,передний,9.5,197.0,Россия,B,белый,не требует ремонта,1,оригинал
Daewoo Gentra II,425000.0,2015.0,37000.0,седан,1.5,107.0,механика,бензин,АИ-95,nan,передний,11.9,180.0,Южная Корея,C,белый,не требует ремонта,1,оригинал
Hyundai Accent  II (ТагАЗ) ТагАЗ,255000.0,2006.0,250000.0,седан,1.5,102.0,механика,бензин,АИ-92,7.5,передний,10.5,181.0,Южная Корея,B,серебристый,не требует ремонта,3,оригинал
Ford Fusion I Рестайлинг,275000.0,2007.0,209544.0,хэтчбек 5 дв.,1.4,80.0,механика,бензин,АИ-95,6.5,передний,14.0,163.0,США,B,белый,не требует ремонта,3,оригинал
Opel Astra H Рестайлинг GTC,315000.0,2008.0,107690.0,хэтчбек 3 дв.,1.6,115.0,робот,бензин,АИ-95,6.3,передний,12.6,194.0,Германия,C,синий,не требует ремонта,1,оригинал
Chevrolet Cruze I Рестайлинг,540000.0,2013.0,81300.0,универсал 5 дв.,1.8,141.0,автомат,бензин,АИ-95,7.2,передний,11.5,192.0,США,C,белый,не требует ремонта,1,оригинал
Mitsubishi Lancer X,365000.0,2008.0,117900.0,седан,1.5,109.0,автомат,бензин,АИ-95,7.0,передний,14.3,178.0,Япония,C,красный,не требует ремонта,3,оригинал
Porsche Panamera  I Рестайлинг 4,4899000.0,2016.0,6900.0,хэтчбек 5 дв.,3.6,310.0,робот,бензин,АИ-98,8.7,полный,6.1,257.0,Германия,F,чёрный,не требует ремонта,1,оригинал
Renault Fluence I,380000.0,2012.0,150000.0,седан,1.6,110.0,механика,бензин,АИ-95,6.8,передний,11.9,183.0,Франция,C,белый,не требует ремонта,2,оригинал
Renault Duster I,619000.0,2014.0,72869.0,внедорожник 5 дв.,1.6,102.0,механика,бензин,АИ-95,7.6,передний,11.8,163.0,Франция,J,бежевый,не требует ремонта,1,оригинал
Renault Symbol I Рестайлинг,195000.0,2005.0,149611.0,седан,1.4,75.0,механика,бензин,АИ-95,nan,передний,12.5,170.0,Франция,B,серый,не требует ремонта,2,оригинал
Hyundai Sonata  IV (EF) Рестайлинг ТагАЗ,270000.0,2008.0,230000.0,седан,2.7,172.0,механика,бензин,АИ-92,9.7,передний,9.1,216.0,Южная Корея,D,чёрный,не требует ремонта,3,дубликат
Renault Sandero I,445000.0,2013.0,68000.0,хэтчбек 5 дв.,1.6,84.0,механика,бензин,АИ-95,7.3,передний,11.5,175.0,Франция,B,чёрный,не требует ремонта,1,оригинал
Opel Astra H Рестайлинг,625000.0,2014.0,97012.0,седан,1.6,115.0,механика,бензин,АИ-95,6.3,передний,11.7,191.0,Германия,C,белый,не требует ремонта,1,оригинал
Volkswagen Passat B7,1005000.0,2014.0,73829.0,седан,1.8,152.0,робот,бензин,АИ-95,7.1,передний,8.8,214.0,Германия,D,серый,не требует ремонта,1,оригинал
Volkswagen Polo V,575000.0,2013.0,80270.0,седан,1.6,105.0,автомат,бензин,АИ-95,7.0,передний,12.1,187.0,Германия,B,серебристый,не требует ремонта,1,оригинал
Hyundai Solaris I Рестайлинг,665000.0,2015.0,46485.0,седан,1.6,123.0,автомат,бензин,АИ-92,6.5,передний,11.2,185.0,Южная Корея,B,оранжевый,не требует ремонта,2,оригинал
Ford Focus III,575000.0,2013.0,100357.0,седан,1.6,125.0,робот,бензин,АИ-95,6.4,передний,11.8,195.0,США,C,серый,не требует ремонта,1,оригинал
Hyundai Solaris I,540000.0,2013.0,105449.0,седан,1.6,123.0,автомат,бензин,АИ-92,6.6,передний,11.4,180.0,Южная Корея,B,чёрный,не требует ремонта,3,оригинал
Opel Astra H Рестайлинг,435000.0,2012.0,161029.0,хэтчбек 5 дв.,1.6,115.0,механика,бензин,АИ-95,6.5,передний,11.7,191.0,Германия,C,чёрный,не требует ремонта,1,оригинал
Ford Focus III,595000.0,2014.0,100252.0,хэтчбек 5 дв.,1.6,125.0,робот,бензин,АИ-95,6.4,передний,11.7,193.0,США,C,белый,не требует ремонта,1,оригинал
Hyundai Solaris I,525000.0,2013.0,116534.0,хэтчбек 5 дв.,1.6,123.0,автомат,бензин,АИ-92,6.6,передний,11.2,180.0,Южная Корея,B,белый,не требует ремонта,3,оригинал
Audi A4 II (B6),299000.0,2003.0,116000.0,седан,2.0,130.0,вариатор,бензин,АИ-95,7.9,передний,10.5,202.0,Германия,D,чёрный,не требует ремонта,3,дубликат
Ford Explorer V Рестайлинг,2390000.0,2016.0,18022.0,внедорожник 5 дв.,3.5,345.0,автомат,бензин,АИ-92,12.3,полный,6.4,193.0,США,J,чёрный,не требует ремонта,3,оригинал
BMW X1  I (E84) 18i,750000.0,2011.0,118000.0,внедорожник 5 дв.,2.0,150.0,автомат,бензин,АИ-98,8.2,задний,9.7,202.0,Германия,J,белый,не требует ремонта,3,оригинал
Nissan Almera III (G15),449000.0,2014.0,40947.0,седан,1.6,102.0,автомат,бензин,АИ-92,8.5,передний,12.7,175.0,Япония,B,бежевый,не требует ремонта,1,оригинал
Hyundai Grand Starex I,789000.0,2011.0,224500.0,минивэн,2.5,145.0,механика,nan,дизель,nan,ДТ,nan,nan,Южная Корея,M,серый,не требует ремонта,1,оригинал
Ford Focus II,335000.0,2006.0,111650.0,хэтчбек 5 дв.,1.6,100.0,автомат,бензин,АИ-95,7.5,передний,13.6,172.0,США,C,красный,не требует ремонта,1,оригинал
Nissan Qashqai I Рестайлинг,723000.0,2013.0,72600.0,внедорожник 5 дв.,1.6,117.0,вариатор,бензин,АИ-95,6.4,передний,13.0,174.0,Япония,J,белый,не требует ремонта,1,оригинал
Nissan Tiida I,349000.0,2007.0,128900.0,хэтчбек 5 дв.,1.6,110.0,механика,бензин,АИ-95,6.9,передний,10.4,185.0,Япония,C,серебристый,не требует ремонта,1,оригинал
Renault Megane II Рестайлинг,283000.0,2006.0,141000.0,седан,1.6,115.0,механика,бензин,АИ-95,6.8,передний,11.1,193.0,Франция,C,серый,не требует ремонта,2,оригинал
Datsun on-DO I,499000.0,2017.0,30500.0,седан,1.6,87.0,автомат,бензин,АИ-95,7.7,передний,14.4,166.0,Япония,B,коричневый,не требует ремонта,1,оригинал
Opel Astra H Рестайлинг,335000.0,2007.0,127000.0,универсал 5 дв.,1.3,90.0,механика,дизель,ДТ,4.8,передний,14.1,172.0,Германия,C,белый,не требует ремонта,3,оригинал
Ford Focus III,499000.0,2012.0,102350.0,седан,1.6,105.0,механика,бензин,АИ-95,6.0,передний,12.4,189.0,США,C,белый,не требует ремонта,1,оригинал
